code,cadence,fold,segment,start,end,n_periods,cagr,mdd,sharpe,calmar,trades,cost_total_pct,cost_ann_pct,total_return,years,n_rebal_invested
s1w,W,Fold2,IS,2016-01-01,2020-12-31,260,-0.04498365120121417,-0.6734216184538938,-0.057062946818120526,-0.06679864436857844,1464,18.300000000000004,3.6584975369458137,-0.20564801375822372,5.002053388090349,260
s1w,W,Fold2,OOS,2021-01-01,2022-12-31,104,-0.2869723018566914,-0.5466170548483386,-1.1387854377641107,-0.5249969778866729,560,7.000000000000001,3.512019230769231,-0.49041312548827465,1.9931553730321698,104
s1w,W,Fold3,IS,2018-01-01,2022-12-31,261,-0.1393265318940926,-0.6662357923377971,-0.36602915807195363,-0.20912495770484035,1370,17.125000000000004,3.4254689211391027,-0.5276796291793819,4.999315537303217,261
s1w,W,Fold3,OOS,2023-01-01,2024-12-31,105,0.12952693261581172,-0.3220444877970474,0.4644724100002874,0.40220198613503255,476,5.950000000000001,2.956785714285715,0.2777470439875893,2.0123203285420943,105
s1w,W,Fold4,IS,2020-01-01,2024-12-31,261,-0.00655246788423669,-0.5856679337626844,0.10390326599187359,-0.011188025682300344,1310,16.375000000000004,3.273655582922825,-0.03234885759762496,5.002053388090349,261
s1w,W,Fold4,OOS,2025-01-01,2026-05-31,73,1.0613797940765344,-0.17562008994901124,2.1898738860043374,6.043612632157806,366,4.575,3.263708496093751,1.7566415455730224,1.4017796030116358,73
s1w,W,ALL_OOS,OOS,2019-01-01,2026-05-31,387,0.10196002624336176,-0.5856679337626841,0.3983653224955184,0.17409187077788096,2000,25.0,3.3694649446494465,1.0551931524353622,7.4195756331279945,387
s1w,W,FULL,ALL,2015-01-01,2026-06-30,595,0.03475004794422798,-0.7437555503037294,0.21058641971760766,0.04672240486815461,3094,38.925,3.407803511505273,0.47725415413898276,11.422313483915127,594
s2w,W,Fold1,IS,2014-01-01,2018-12-31,258,-0.06737545613429008,-0.5605601471087021,-0.2625121179874546,-0.1201930898616395,1336,22.450000000000003,4.522814396028683,-0.29265199425675537,4.963723477070499,173
s2w,W,Fold1,OOS,2019-01-01,2020-12-31,105,-0.08447582437543033,-0.35933039609916306,-0.3225068230457898,-0.23509234201305323,574,8.925000000000002,4.435178571428573,-0.16272640839666297,2.0123203285420943,86
s2w,W,Fold2,IS,2016-01-01,2020-12-31,260,-0.12403556548971328,-0.6166137542525268,-0.49330854196757207,-0.20115601482174528,1616,25.450000000000006,5.087910509031199,-0.48439838387717826,5.002053388090349,221
s2w,W,Fold2,OOS,2021-01-01,2022-12-31,104,-0.21001167522214104,-0.4120452690085151,-1.0318292044193118,-0.5096810739448171,460,7.500000000000001,3.7628777472527477,-0.3749106579540237,1.9931553730321698,60
s2w,W,Fold3,IS,2018-01-01,2022-12-31,261,-0.16850286868960718,-0.6626750673869756,-0.6907370362612751,-0.25427675942907974,1378,22.975000000000005,4.595629107338445,-0.6024803251842146,4.999315537303217,188
s2w,W,Fold3,OOS,2023-01-01,2024-12-31,105,0.028935268933765412,-0.35811629452964944,0.20097927079808808,0.08079852655621003,548,8.600000000000001,4.273673469387757,0.05907991662882894,2.0123203285420943,96
